smiles,logP,qed,SAS,Canonical_SMILES,Random_SMILES_1,Random_SMILES_2,NonIsomeric_SMILES,Kekule_SMILES,SMILES_with_Hs,Branchless_SMILES,SMILES_2D
"O=C(CSc1nnnn1C1CC1)N[C@H](CO)C(=O)[O-]
",-2.6729,0.545441212014,3.304065032195356,O=C(CSc1nnnn1C1CC1)N[C@H](CO)C(=O)[O-],OC[C@@H](NC(=O)CSc1nnnn1C1CC1)C(=O)[O-],O=C([C@@H](CO)NC(=O)CSc1nnnn1C1CC1)[O-],O=C(CSc1nnnn1C1CC1)NC(CO)C(=O)[O-],O=C(CSC1=NN=NN1C1CC1)N[C@H](CO)C(=O)[O-],[O]=[C]([CH2][S][c]1[n][n][n][n]1[CH]1[CH2][CH2]1)[NH][C@H]([CH2][OH])[C](=[O])[O-],O=CCSc1nnnn1C1CC1N[C@H]COC=O[O-],O=C(CSc1nnnn1C1CC1)N[C@H](CO)C(=O)[O-]
"O=C(COc1ccc(Br)cc1)N[C@H]1CCS(=O)(=O)C1
",1.1312,0.896944736901,2.4714434513088968,O=C(COc1ccc(Br)cc1)N[C@H]1CCS(=O)(=O)C1,O=C(N[C@@H]1CS(=O)(CC1)=O)COc1ccc(cc1)Br,c1cc(Br)ccc1OCC(N[C@H]1CCS(=O)(=O)C1)=O,O=C(COc1ccc(Br)cc1)NC1CCS(=O)(=O)C1,O=C(COC1=CC=C(Br)C=C1)N[C@H]1CCS(=O)(=O)C1,[O]=[C]([CH2][O][c]1[cH][cH][c]([Br])[cH][cH]1)[NH][C@H]1[CH2][CH2][S](=[O])(=[O])[CH2]1,O=CCOc1cccBrcc1N[C@H]1CCS=O=OC1,O=C(COc1ccc(Br)cc1)N[C@H]1CCS(=O)(=O)C1
"CCc1nnc(NC(=O)c2ccccc2N)s1
",1.935,0.817911252866,2.000431966455942,CCc1nnc(NC(=O)c2ccccc2N)s1,c1ccc(C(Nc2sc(nn2)CC)=O)c(N)c1,c1(nnc(s1)CC)NC(c1c(N)cccc1)=O,CCc1nnc(NC(=O)c2ccccc2N)s1,CCC1=NN=C(NC(=O)C2=CC=CC=C2N)S1,[CH3][CH2][c]1[n][n][c]([NH][C](=[O])[c]2[cH][cH][cH][cH][c]2[NH2])[s]1,CCc1nncNC=Oc2ccccc2Ns1,CCc1nnc(NC(=O)c2ccccc2N)s1
"O=C([O-])c1ccccc1-c1ccc(/C=C2\C(=O)N(c3cccc(Br)c3)C(=O)N=C2[O-])o1
",2.3816,0.529639095629,3.228896276546694,O=C([O-])c1ccccc1-c1ccc(/C=C2\C(=O)N(c3cccc(Br)c3)C(=O)N=C2[O-])o1,c1(ccc(-c2c(cccc2)C(=O)[O-])o1)/C=C1\C(N(C(N=C1[O-])=O)c1cc(ccc1)Br)=O,[O-]C(c1c(-c2oc(/C=C3\C(=O)N(C(=O)N=C3[O-])c3cc(ccc3)Br)cc2)cccc1)=O,O=C([O-])c1ccccc1-c1ccc(C=C2C(=O)N(c3cccc(Br)c3)C(=O)N=C2[O-])o1,O=C([O-])C1=CC=CC=C1C1=CC=C(/C=C2\C(=O)N(C3=CC=CC(Br)=C3)C(=O)N=C2[O-])O1,[O]=[C]([O-])[c]1[cH][cH][cH][cH][c]1-[c]1[cH][cH][c](/[CH]=[C]2\[C](=[O])[N]([c]3[cH][cH][cH][c]([Br])[cH]3)[C](=[O])[N]=[C]2[O-])[o]1,O=C[O-]c1ccccc1-c1ccc/C=C2\C=ONc3ccccBrc3C=ON=C2[O-]o1,O=C([O-])c1ccccc1-c1ccc(/C=C2\C(=O)N(c3cccc(Br)c3)C(=O)N=C2[O-])o1
"COc1ccc(-c2csc(NC(=O)c3ccc(S(C)(=O)=O)cc3)n2)cc1OC
",3.4831,0.644035838717,1.9639252961419515,COc1ccc(-c2csc(NC(=O)c3ccc(S(C)(=O)=O)cc3)n2)cc1OC,c1cc(ccc1S(=O)(C)=O)C(Nc1scc(n1)-c1cc(OC)c(OC)cc1)=O,N(C(=O)c1ccc(cc1)S(=O)(=O)C)c1scc(n1)-c1cc(OC)c(cc1)OC,COc1ccc(-c2csc(NC(=O)c3ccc(S(C)(=O)=O)cc3)n2)cc1OC,COC1=CC=C(C2=CSC(NC(=O)C3=CC=C(S(C)(=O)=O)C=C3)=N2)C=C1OC,[CH3][O][c]1[cH][cH][c](-[c]2[cH][s][c]([NH][C](=[O])[c]3[cH][cH][c]([S]([CH3])(=[O])=[O])[cH][cH]3)[n]2)[cH][c]1[O][CH3],COc1ccc-c2cscNC=Oc3cccSC=O=Occ3n2cc1OC,COc1ccc(-c2csc(NC(=O)c3ccc(S(C)(=O)=O)cc3)n2)cc1OC
"COc1ccc(Cn2ccc3nc(N4CCN(c5ccccc5)CC4)ncc3c2=O)cc1
",3.175,0.480579253112,2.2140514314303084,COc1ccc(Cn2ccc3nc(N4CCN(c5ccccc5)CC4)ncc3c2=O)cc1,c1cn(c(=O)c2c1nc(N1CCN(c3ccccc3)CC1)nc2)Cc1ccc(cc1)OC,c1cc(ccc1OC)Cn1ccc2c(cnc(n2)N2CCN(c3ccccc3)CC2)c1=O,COc1ccc(Cn2ccc3nc(N4CCN(c5ccccc5)CC4)ncc3c2=O)cc1,COC1=CC=C(CN2C=CC3=NC(N4CCN(C5=CC=CC=C5)CC4)=NC=C3C2=O)C=C1,[CH3][O][c]1[cH][cH][c]([CH2][n]2[cH][cH][c]3[n][c]([N]4[CH2][CH2][N]([c]5[cH][cH][cH][cH][cH]5)[CH2][CH2]4)[n][cH][c]3[c]2=[O])[cH][cH]1,COc1cccCn2ccc3ncN4CCNc5ccccc5CC4ncc3c2=Occ1,COc1ccc(Cn2ccc3nc(N4CCN(c5ccccc5)CC4)ncc3c2=O)cc1
"Cc1nn(C)cc1/C=N/NC(=O)c1ccncc1
",0.8874200000000001,0.652189010149,2.352776511964766,Cc1nn(C)cc1/C=N/NC(=O)c1ccncc1,C(c1ccncc1)(=O)N/N=C/c1cn(C)nc1C,N(=C/c1cn(nc1C)C)\NC(c1ccncc1)=O,Cc1nn(C)cc1C=NNC(=O)c1ccncc1,CC1=NN(C)C=C1/C=N/NC(=O)C1=CC=NC=C1,[CH3][c]1[n][n]([CH3])[cH][c]1/[CH]=[N]/[NH][C](=[O])[c]1[cH][cH][n][cH][cH]1,Cc1nnCcc1/C=N/NC=Oc1ccncc1,Cc1nn(C)cc1/C=N/NC(=O)c1ccncc1
"N#Cc1ccc(OC2CCC(NC(=O)c3ccc[nH]3)CC2)nc1
",2.40138,0.907163732834,2.567054813157532,N#Cc1ccc(OC2CCC(NC(=O)c3ccc[nH]3)CC2)nc1,C(#N)c1cnc(cc1)OC1CCC(CC1)NC(c1[nH]ccc1)=O,c1cc(ncc1C#N)OC1CCC(CC1)NC(=O)c1ccc[nH]1,N#Cc1ccc(OC2CCC(NC(=O)c3ccc[nH]3)CC2)nc1,N#CC1=CC=C(OC2CCC(NC(=O)C3=CC=CN3)CC2)N=C1,[N]#[C][c]1[cH][cH][c]([O][CH]2[CH2][CH2][CH]([NH][C](=[O])[c]3[cH][cH][cH][nH]3)[CH2][CH2]2)[n][cH]1,N#Cc1cccOC2CCCNC=Oc3ccc[nH]3CC2nc1,N#Cc1ccc(OC2CCC(NC(=O)c3ccc[nH]3)CC2)nc1
"CC(C)c1ccc2oc(-c3ccc(C[NH3+])cc3)nc2c1
",3.3601,0.775810924253,2.571302030209252,CC(C)c1ccc2oc(-c3ccc(C[NH3+])cc3)nc2c1,c1c2c(cc(c1)C(C)C)nc(o2)-c1ccc(cc1)C[NH3+],c1(-c2nc3cc(C(C)C)ccc3o2)ccc(cc1)C[NH3+],CC(C)c1ccc2oc(-c3ccc(C[NH3+])cc3)nc2c1,CC(C)C1=CC=C2OC(C3=CC=C(C[NH3+])C=C3)=NC2=C1,[CH3][CH]([CH3])[c]1[cH][cH][c]2[o][c](-[c]3[cH][cH][c]([CH2][NH3+])[cH][cH]3)[n][c]2[cH]1,CCCc1ccc2oc-c3cccC[NH3+]cc3nc2c1,CC(C)c1ccc2oc(-c3ccc(C[NH3+])cc3)nc2c1
"COc1ccc([C@@H]2NC(=O)N[C@@](O)(C(F)(F)F)[C@H]2C(=O)c2ccc(F)cc2)cc1OC
",2.9468,0.48438864997,3.4104235817048507,COc1ccc([C@@H]2NC(=O)N[C@@](O)(C(F)(F)F)[C@H]2C(=O)c2ccc(F)cc2)cc1OC,N1C(=O)N[C@H]([C@H](C(=O)c2ccc(cc2)F)[C@@]1(C(F)(F)F)O)c1cc(c(OC)cc1)OC,c1c(ccc(c1)F)C([C@H]1[C@@H](NC(N[C@]1(C(F)(F)F)O)=O)c1cc(OC)c(OC)cc1)=O,COc1ccc(C2NC(=O)NC(O)(C(F)(F)F)C2C(=O)c2ccc(F)cc2)cc1OC,COC1=CC=C([C@@H]2NC(=O)N[C@@](O)(C(F)(F)F)[C@H]2C(=O)C2=CC=C(F)C=C2)C=C1OC,[CH3][O][c]1[cH][cH][c]([C@@H]2[NH][C](=[O])[NH][C@@]([OH])([C]([F])([F])[F])[C@H]2[C](=[O])[c]2[cH][cH][c]([F])[cH][cH]2)[cH][c]1[O][CH3],COc1ccc[C@@H]2NC=ON[C@@]OCFFF[C@H]2C=Oc2cccFcc2cc1OC,COc1ccc([C@@H]2NC(=O)N[C@@](O)(C(F)(F)F)[C@H]2C(=O)c2ccc(F)cc2)cc1OC
"Cc1cc(NC(=O)c2cccc([N+](=O)[O-])c2C)n(-c2ccccc2F)n1
",3.78874,0.552881344667,2.150125643309813,Cc1cc(NC(=O)c2cccc([N+](=O)[O-])c2C)n(-c2ccccc2F)n1,C(Nc1n(-c2c(F)cccc2)nc(C)c1)(=O)c1c(C)c(ccc1)[N+](=O)[O-],O=C(Nc1cc(C)nn1-c1c(cccc1)F)c1cccc(c1C)[N+]([O-])=O,Cc1cc(NC(=O)c2cccc([N+](=O)[O-])c2C)n(-c2ccccc2F)n1,CC1=NN(C2=CC=CC=C2F)C(NC(=O)C2=CC=CC([N+](=O)[O-])=C2C)=C1,[CH3][c]1[cH][c]([NH][C](=[O])[c]2[cH][cH][cH][c]([N+](=[O])[O-])[c]2[CH3])[n](-[c]2[cH][cH][cH][cH][c]2[F])[n]1,Cc1ccNC=Oc2cccc[N+]=O[O-]c2Cn-c2ccccc2Fn1,Cc1cc(NC(=O)c2cccc([N+](=O)[O-])c2C)n(-c2ccccc2F)n1
"CCC(=O)N1CCCC[C@@H]1C(=O)NCCc1ccc(F)cc1C
",2.58392,0.904132335762,2.507496209277808,CCC(=O)N1CCCC[C@@H]1C(=O)NCCc1ccc(F)cc1C,C([C@H]1CCCCN1C(=O)CC)(=O)NCCc1c(C)cc(cc1)F,[C@H]1(C(NCCc2c(C)cc(F)cc2)=O)CCCCN1C(CC)=O,CCC(=O)N1CCCCC1C(=O)NCCc1ccc(F)cc1C,CCC(=O)N1CCCC[C@@H]1C(=O)NCCC1=CC=C(F)C=C1C,[CH3][CH2][C](=[O])[N]1[CH2][CH2][CH2][CH2][C@@H]1[C](=[O])[NH][CH2][CH2][c]1[cH][cH][c]([F])[cH][c]1[CH3],CCC=ON1CCCC[C@@H]1C=ONCCc1cccFcc1C,CCC(=O)N1CCCC[C@@H]1C(=O)NCCc1ccc(F)cc1C
"Cc1ccc(S(=O)(=O)N2C(N)=C(C#N)[C@H](c3ccc(Cl)cc3)[C@H]2C(=O)c2ccccc2)cc1
",4.3819,0.525560380884,3.189180174006616,Cc1ccc(S(=O)(=O)N2C(N)=C(C#N)[C@H](c3ccc(Cl)cc3)[C@H]2C(=O)c2ccccc2)cc1,c1cc(S(N2C(=C([C@@H]([C@H]2C(=O)c2ccccc2)c2ccc(Cl)cc2)C#N)N)(=O)=O)ccc1C,O=C(c1ccccc1)[C@H]1N(C(=C(C#N)[C@@H]1c1ccc(Cl)cc1)N)S(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)N2C(N)=C(C#N)C(c3ccc(Cl)cc3)C2C(=O)c2ccccc2)cc1,CC1=CC=C(S(=O)(=O)N2C(N)=C(C#N)[C@H](C3=CC=C(Cl)C=C3)[C@H]2C(=O)C2=CC=CC=C2)C=C1,[CH3][c]1[cH][cH][c]([S](=[O])(=[O])[N]2[C]([NH2])=[C]([C]#[N])[C@H]([c]3[cH][cH][c]([Cl])[cH][cH]3)[C@H]2[C](=[O])[c]2[cH][cH][cH][cH][cH]2)[cH][cH]1,Cc1cccS=O=ON2CN=CC#N[C@H]c3cccClcc3[C@H]2C=Oc2ccccc2cc1,Cc1ccc(S(=O)(=O)N2C(N)=C(C#N)[C@H](c3ccc(Cl)cc3)[C@H]2C(=O)c2ccccc2)cc1
"C[NH+](C)[C@@H]1CC[C@H](NC(=O)[C@@H]2CCCc3[nH]ncc32)C1
",0.0114,0.749576881426,4.774988333991288,C[NH+](C)[C@@H]1CC[C@H](NC(=O)[C@@H]2CCCc3[nH]ncc32)C1,[C@H]1(CC[C@@H](C1)NC([C@H]1c2cn[nH]c2CCC1)=O)[NH+](C)C,[C@@H]1(CC[C@@H]([NH+](C)C)C1)NC(=O)[C@@H]1CCCc2c1cn[nH]2,C[NH+](C)C1CCC(NC(=O)C2CCCc3[nH]ncc32)C1,C[NH+](C)[C@@H]1CC[C@H](NC(=O)[C@@H]2CCCC3=C2C=NN3)C1,[CH3][NH+]([CH3])[C@@H]1[CH2][CH2][C@H]([NH][C](=[O])[C@@H]2[CH2][CH2][CH2][c]3[nH][n][cH][c]32)[CH2]1,C[NH+]C[C@@H]1CC[C@H]NC=O[C@@H]2CCCc3[nH]ncc32C1,C[NH+](C)[C@@H]1CC[C@H](NC(=O)[C@@H]2CCCc3[nH]ncc32)C1
"CCOCCS(=O)(=O)[N-]c1cc(Br)ccc1O
",2.5262,0.8148922779340001,3.527959223981024,CCOCCS(=O)(=O)[N-]c1cc(Br)ccc1O,C(C)OCCS([N-]c1c(ccc(Br)c1)O)(=O)=O,C(CS(=O)(=O)[N-]c1c(O)ccc(Br)c1)OCC,CCOCCS(=O)(=O)[N-]c1cc(Br)ccc1O,CCOCCS(=O)(=O)[N-]C1=CC(Br)=CC=C1O,[CH3][CH2][O][CH2][CH2][S](=[O])(=[O])[N-][c]1[cH][c]([Br])[cH][cH][c]1[OH],CCOCCS=O=O[N-]c1ccBrccc1O,CCOCCS(=O)(=O)[N-]c1cc(Br)ccc1O
"NC1=NC(=O)[C@H](CC(=O)N2CC[C@H](c3ccccc3)C2)S1
",1.3493,0.924262011681,3.0772330500440104,NC1=NC(=O)[C@H](CC(=O)N2CC[C@H](c3ccccc3)C2)S1,c1cccc([C@@H]2CN(C(C[C@H]3C(N=C(N)S3)=O)=O)CC2)c1,C1(N)=NC([C@H](CC(=O)N2C[C@@H](c3ccccc3)CC2)S1)=O,NC1=NC(=O)C(CC(=O)N2CCC(c3ccccc3)C2)S1,NC1=NC(=O)[C@H](CC(=O)N2CC[C@H](C3=CC=CC=C3)C2)S1,[NH2][C]1=[N][C](=[O])[C@H]([CH2][C](=[O])[N]2[CH2][CH2][C@H]([c]3[cH][cH][cH][cH][cH]3)[CH2]2)[S]1,NC1=NC=O[C@H]CC=ON2CC[C@H]c3ccccc3C2S1,NC1=NC(=O)[C@H](CC(=O)N2CC[C@H](c3ccccc3)C2)S1
"Cc1noc(-c2cccnc2N2CC[C@H](NC(=O)COc3ccc(F)cc3)C2)n1
",2.35302,0.683033837226,2.7979174429900344,Cc1noc(-c2cccnc2N2CC[C@H](NC(=O)COc3ccc(F)cc3)C2)n1,n1c(C)noc1-c1c(N2C[C@H](CC2)NC(COc2ccc(cc2)F)=O)nccc1,o1nc(C)nc1-c1cccnc1N1C[C@H](CC1)NC(COc1ccc(F)cc1)=O,Cc1noc(-c2cccnc2N2CCC(NC(=O)COc3ccc(F)cc3)C2)n1,CC1=NOC(C2=CC=CN=C2N2CC[C@H](NC(=O)COC3=CC=C(F)C=C3)C2)=N1,[CH3][c]1[n][o][c](-[c]2[cH][cH][cH][n][c]2[N]2[CH2][CH2][C@H]([NH][C](=[O])[CH2][O][c]3[cH][cH][c]([F])[cH][cH]3)[CH2]2)[n]1,Cc1noc-c2cccnc2N2CC[C@H]NC=OCOc3cccFcc3C2n1,Cc1noc(-c2cccnc2N2CC[C@H](NC(=O)COc3ccc(F)cc3)C2)n1
"Cc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C)cn3)n2)nc1
",2.9268400000000003,0.662866388195,2.4961615060956763,Cc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C)cn3)n2)nc1,c1c(C)cnc(OC(=O)c2cccc(n2)C(Oc2ccc(cn2)C)=O)c1,c1(C)cnc(cc1)OC(c1nc(ccc1)C(Oc1ncc(cc1)C)=O)=O,Cc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C)cn3)n2)nc1,CC1=CC=C(OC(=O)C2=CC=CC(C(=O)OC3=CC=C(C)C=N3)=N2)N=C1,[CH3][c]1[cH][cH][c]([O][C](=[O])[c]2[cH][cH][cH][c]([C](=[O])[O][c]3[cH][cH][c]([CH3])[cH][n]3)[n]2)[n][cH]1,Cc1cccOC=Oc2ccccC=OOc3cccCcn3n2nc1,Cc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C)cn3)n2)nc1
"CN(CC1CCCC1)C(=O)C(=O)Nc1cccc(SC(F)F)c1
",3.5884,0.6407834310189999,2.4298102056661417,CN(CC1CCCC1)C(=O)C(=O)Nc1cccc(SC(F)F)c1,N(c1cc(ccc1)SC(F)F)C(=O)C(=O)N(C)CC1CCCC1,C1CC(CC1)CN(C(=O)C(Nc1cccc(c1)SC(F)F)=O)C,CN(CC1CCCC1)C(=O)C(=O)Nc1cccc(SC(F)F)c1,CN(CC1CCCC1)C(=O)C(=O)NC1=CC=CC(SC(F)F)=C1,[CH3][N]([CH2][CH]1[CH2][CH2][CH2][CH2]1)[C](=[O])[C](=[O])[NH][c]1[cH][cH][cH][c]([S][CH]([F])[F])[cH]1,CNCC1CCCC1C=OC=ONc1ccccSCFFc1,CN(CC1CCCC1)C(=O)C(=O)Nc1cccc(SC(F)F)c1
"COc1cccnc1N(C)C(=O)C[C@H](C)Cc1ccc(Cl)cc1
",3.9753,0.7754176526090001,2.745273613123961,COc1cccnc1N(C)C(=O)C[C@H](C)Cc1ccc(Cl)cc1,c1(ccc(C[C@@H](C)CC(=O)N(C)c2ncccc2OC)cc1)Cl,c1(Cl)ccc(C[C@@H](C)CC(=O)N(C)c2ncccc2OC)cc1,COc1cccnc1N(C)C(=O)CC(C)Cc1ccc(Cl)cc1,COC1=CC=CN=C1N(C)C(=O)C[C@H](C)CC1=CC=C(Cl)C=C1,[CH3][O][c]1[cH][cH][cH][n][c]1[N]([CH3])[C](=[O])[CH2][C@H]([CH3])[CH2][c]1[cH][cH][c]([Cl])[cH][cH]1,COc1cccnc1NCC=OC[C@H]CCc1cccClcc1,COc1cccnc1N(C)C(=O)C[C@H](C)Cc1ccc(Cl)cc1
"O=C(c1cc(=O)[nH]c2ccccc12)N1CCC([C@H](O)c2ccccc2)CC1
",3.1139,0.7421307440739999,2.5871361333490963,O=C(c1cc(=O)[nH]c2ccccc12)N1CCC([C@H](O)c2ccccc2)CC1,c1(C(N2CCC(CC2)[C@@H](c2ccccc2)O)=O)cc([nH]c2c1cccc2)=O,C1CN(CCC1[C@H](O)c1ccccc1)C(c1c2c([nH]c(=O)c1)cccc2)=O,O=C(c1cc(=O)[nH]c2ccccc12)N1CCC(C(O)c2ccccc2)CC1,O=C(C1=CC(=O)NC2=CC=CC=C12)N1CCC([C@H](O)C2=CC=CC=C2)CC1,[O]=[C]([c]1[cH][c](=[O])[nH][c]2[cH][cH][cH][cH][c]12)[N]1[CH2][CH2][CH]([C@H]([OH])[c]2[cH][cH][cH][cH][cH]2)[CH2][CH2]1,O=Cc1cc=O[nH]c2ccccc12N1CCC[C@H]Oc2ccccc2CC1,O=C(c1cc(=O)[nH]c2ccccc12)N1CCC([C@H](O)c2ccccc2)CC1
"CCO[C@@H]1C[C@@H]([NH3+])[C@@H]1Nc1ncc(Cl)cc1F
",1.0739,0.862902904948,4.350345064104806,CCO[C@@H]1C[C@@H]([NH3+])[C@@H]1Nc1ncc(Cl)cc1F,C(O[C@H]1[C@H]([C@@H](C1)[NH3+])Nc1ncc(cc1F)Cl)C,Clc1cc(c(nc1)N[C@H]1[C@@H](C[C@H]1OCC)[NH3+])F,CCOC1CC([NH3+])C1Nc1ncc(Cl)cc1F,CCO[C@@H]1C[C@@H]([NH3+])[C@@H]1NC1=NC=C(Cl)C=C1F,[CH3][CH2][O][C@@H]1[CH2][C@@H]([NH3+])[C@@H]1[NH][c]1[n][cH][c]([Cl])[cH][c]1[F],CCO[C@@H]1C[C@@H][NH3+][C@@H]1Nc1nccClcc1F,CCO[C@@H]1C[C@@H]([NH3+])[C@@H]1Nc1ncc(Cl)cc1F
"CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)Cc2ccccc2-3)cc1
",4.4685,0.5520397132320001,1.8359027202328908,CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)Cc2ccccc2-3)cc1,c1cc2c(cc1)Cc1c-2ccc(c1)C(=O)Nc1ccc(NC(=O)C)cc1,c12cc(C(Nc3ccc(cc3)NC(=O)C)=O)ccc2-c2c(C1)cccc2,CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)Cc2ccccc2-3)cc1,CC(=O)NC1=CC=C(NC(=O)C2=CC=C3C(=C2)CC2=CC=CC=C23)C=C1,[CH3][C](=[O])[NH][c]1[cH][cH][c]([NH][C](=[O])[c]2[cH][cH][c]3[c]([cH]2)[CH2][c]2[cH][cH][cH][cH][c]2-3)[cH][cH]1,CC=ONc1cccNC=Oc2ccc3cc2Cc2ccccc2-3cc1,CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)Cc2ccccc2-3)cc1
"COCCOC[C@H]1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)C1
",0.5102,0.729500128645,5.032776641835928,COCCOC[C@H]1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)C1,C[C@@H]1CC(C[C@@H](C)O1)[NH+]1C[C@@H](COCCOC)CC1,[C@H]1(C)O[C@@H](CC(C1)[NH+]1CC[C@@H](C1)COCCOC)C,COCCOCC1CC[NH+](C2CC(C)OC(C)C2)C1,COCCOC[C@H]1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)C1,[CH3][O][CH2][CH2][O][CH2][C@H]1[CH2][CH2][NH+]([CH]2[CH2][C@@H]([CH3])[O][C@H]([CH3])[CH2]2)[CH2]1,COCCOC[C@H]1CC[NH+]C2C[C@@H]CO[C@H]CC2C1,COCCOC[C@H]1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)C1
"O=C1OC(c2ccccc2OC(F)F)=N/C1=C\c1cccc(F)c1
",3.7716,0.6132737722680001,2.3507730754832306,O=C1OC(c2ccccc2OC(F)F)=N/C1=C\c1cccc(F)c1,c1(C2=N/C(C(=O)O2)=C\c2cccc(F)c2)c(OC(F)F)cccc1,c1ccc(F)cc1/C=C1/C(OC(=N1)c1ccccc1OC(F)F)=O,O=C1OC(c2ccccc2OC(F)F)=NC1=Cc1cccc(F)c1,O=C1OC(C2=CC=CC=C2OC(F)F)=N/C1=C\C1=CC=CC(F)=C1,[O]=[C]1[O][C]([c]2[cH][cH][cH][cH][c]2[O][CH]([F])[F])=[N]/[C]1=[CH]\[c]1[cH][cH][cH][c]([F])[cH]1,O=C1OCc2ccccc2OCFF=N/C1=C\c1ccccFc1,O=C1OC(c2ccccc2OC(F)F)=N/C1=C\c1cccc(F)c1
"COc1ccccc1CNC(=O)c1cc2sccc2n1Cc1cccc(F)c1
",4.8288,0.486806771135,2.1647596814148,COc1ccccc1CNC(=O)c1cc2sccc2n1Cc1cccc(F)c1,c1c(F)cccc1Cn1c2ccsc2cc1C(=O)NCc1c(OC)cccc1,c12c(scc2)cc(C(NCc2c(cccc2)OC)=O)n1Cc1cc(ccc1)F,COc1ccccc1CNC(=O)c1cc2sccc2n1Cc1cccc(F)c1,COC1=CC=CC=C1CNC(=O)C1=CC2=C(C=CS2)N1CC1=CC=CC(F)=C1,[CH3][O][c]1[cH][cH][cH][cH][c]1[CH2][NH][C](=[O])[c]1[cH][c]2[s][cH][cH][c]2[n]1[CH2][c]1[cH][cH][cH][c]([F])[cH]1,COc1ccccc1CNC=Oc1cc2sccc2n1Cc1ccccFc1,COc1ccccc1CNC(=O)c1cc2sccc2n1Cc1cccc(F)c1
"CCOC(=O)C1(NCc2nnc(-c3cc(C)oc3C)o2)CCCC1
",2.91194,0.8058225859839999,2.805358595845222,CCOC(=O)C1(NCc2nnc(-c3cc(C)oc3C)o2)CCCC1,C1C(CCC1)(C(=O)OCC)NCc1oc(-c2cc(C)oc2C)nn1,O=C(OCC)C1(NCc2oc(nn2)-c2cc(oc2C)C)CCCC1,CCOC(=O)C1(NCc2nnc(-c3cc(C)oc3C)o2)CCCC1,CCOC(=O)C1(NCC2=NN=C(C3=C(C)OC(C)=C3)O2)CCCC1,[CH3][CH2][O][C](=[O])[C]1([NH][CH2][c]2[n][n][c](-[c]3[cH][c]([CH3])[o][c]3[CH3])[o]2)[CH2][CH2][CH2][CH2]1,CCOC=OC1NCc2nnc-c3ccCoc3Co2CCCC1,CCOC(=O)C1(NCc2nnc(-c3cc(C)oc3C)o2)CCCC1
"N#Cc1cccc(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c1
",3.25108,0.856114504593,2.181004258694431,N#Cc1cccc(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c1,c1cc(cc(c1)C#N)NC(N1CCC(CC1)NC(CC1CCCC1)=O)=O,C1C(CCN(C(=O)Nc2cc(ccc2)C#N)C1)NC(=O)CC1CCCC1,N#Cc1cccc(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c1,N#CC1=CC=CC(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)=C1,[N]#[C][c]1[cH][cH][cH][c]([NH][C](=[O])[N]2[CH2][CH2][CH]([NH][C](=[O])[CH2][CH]3[CH2][CH2][CH2][CH2]3)[CH2][CH2]2)[cH]1,N#Cc1ccccNC=ON2CCCNC=OCC3CCCC3CC2c1,N#Cc1cccc(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c1
"CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2[C@H]1c1ccc(SC)cc1
",3.9893,0.504702574363,3.1899516412230486,CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2[C@H]1c1ccc(SC)cc1,c1ccc(C2Nc3n(ncn3)[C@@H](c3ccc(cc3)SC)C=2C(=O)OCC)cc1,c1cc(C2=C(C(OCC)=O)[C@H](c3ccc(SC)cc3)n3c(ncn3)N2)ccc1,CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2C1c1ccc(SC)cc1,CCOC(=O)C1=C(C2=CC=CC=C2)NC2=NC=NN2[C@H]1C1=CC=C(SC)C=C1,[CH3][CH2][O][C](=[O])[C]1=[C]([c]2[cH][cH][cH][cH][cH]2)[NH][c]2[n][cH][n][n]2[C@H]1[c]1[cH][cH][c]([S][CH3])[cH][cH]1,CCOC=OC1=Cc2ccccc2Nc2ncnn2[C@H]1c1cccSCcc1,CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2[C@H]1c1ccc(SC)cc1
